number_of_Loans,customerid,accumlated_loan_given,accumlated_timediff,first-repay,time-to-payoff,accumulated_money_won
1,8a858f0f5bfd79d2015c08136407548f,10000.0,3678000000000,-173672000000000,2477068000000000,3000.0
3,8a858f0f5bfd79d2015c08207d265627,30000.0,10886000000000,-38878000000000,3785428000000000,4500.0
2,8a858f0f5bfd79d2015c08e9cd6269a1,20000.0,7275000000000,-613832000000000,4599779000000000,6000.0
3,8a858f0f5bfd79d2015c0c2370d436a1,40000.0,10881000000000,-232708000000000,4835173000000000,7500.0
1,8a858f0f5bfd79d2015c0d8fe4de6296,10000.0,3668000000000,1453381000000000,2853454000000000,1500.0
1,8a858f0f5d1df2ad015d219c38c87827,10000.0,3615000000000,-1871820000000000,744246000000000,3000.0
3,8a858f10579ff4360157a35217644d8d,30000.0,10828000000000,-143035000000000,7762454000000000,9000.0
1,8a858f105a4ed440015a50ce2f89452f,10000.0,3669000000000,-649120000000000,609764000000000,1500.0
2,8a858f105a4ed440015a5ba5ab1f3ca0,20000.0,7230000000000,179064000000000,4110832000000000,4500.0
4,8a858f105b433879015b43452276104f,50000.0,14435000000000,-528142000000000,5920459000000000,9000.0
2,8a858f105b433879015b4367a838435d,20000.0,7275000000000,32220000000000,3854854000000000,4500.0
4,8a858f11594a3880015950e1221977d6,40000.0,14482000000000,555826000000000,10827148000000000,12000.0
6,8a858f11594a388001595ad3f6c06395,60000.0,21660000000000,-162078000000000,15357235000000000,17050.0
1,8a858f115cea8545015cee1518b54081,10000.0,3618000000000,-57835000000000,1271496000000000,1500.0
1,8a858f115d0e6376015d0f0cfbb13c81,10000.0,3615000000000,-836590000000000,423276000000000,1500.0
1,8a858f125c5f88b1015c603d2810428c,10000.0,3619000000000,-188374000000000,2581776000000000,3000.0
2,8a858f125c5f88b1015c62b300050e57,20000.0,7216000000000,-502795000000000,2374833000000000,3000.0
1,8a858f125c5f88b1015c635135656052,10000.0,3613000000000,234573000000000,2958710000000000,3000.0
17,8a858f13556665aa01556806aeb3036e,435000.0,61386000000000,-5049179000000000,29612916000000000,53537.5
14,8a858f13556665aa015568a887180914,400000.0,50588000000000,-6362660000000000,25947269000000000,53950.0
5,8a858f13556665aa01556d98b4ca0d1d,70000.0,18111000000000,-736077000000000,10678839000000000,15050.0
11,8a858f13556665aa01556dbccd6e1a20,310000.0,39722000000000,-1135165000000000,30085636000000000,49100.0
5,8a858f13556665aa01556efd1d087572,60000.0,18056000000000,3372737000000000,15170350000000000,15000.0
13,8a858f13556665aa015572d6e7b872de,400000.0,46925000000000,-3578553000000000,31273692000000000,60500.0
7,8a858f1358b9f0740158ce1285e272cc,70000.0,25266000000000,-1176219000000000,15628672000000000,19500.0
8,8a858f1358b9f0740158d3834f5e7450,160000.0,28866000000000,-1690349000000000,13945244000000000,26000.0
3,8a858f145b42fac4015b43071e610aab,40000.0,10820000000000,-86473000000000,5178896000000000,7500.0
2,8a858f145bf23564015bf246b6f90e04,20000.0,7220000000000,-627018000000000,4425700000000000,6000.0
2,8a858f1554da2c400154dd8939c56b1f,20000.0,7218000000000,-1121871000000000,1358639000000000,3000.0
2,8a858f1554da2c400154e25d20ae34c9,20000.0,7275000000000,-123375000000000,5386811000000000,6000.0
8,8a858f1554e294490154e2f7ce342b18,200000.0,28898000000000,1525903000000000,19788483000000000,28700.0
4,8a858f1554e294490154e3aa3ffe6569,40000.0,14440000000000,41318000000000,9373167000000000,10400.0
11,8a858f1554e294490154f2d722955866,300000.0,39788000000000,-4133436000000000,24301804000000000,44600.0
6,8a858f1554e29449015500bf86eb0ecd,70000.0,21726000000000,-3131330000000000,12932169000000000,19500.0
14,8a858f1554e29449015500deb58f1653,318000.0,50632000000000,-200394000000000,34090878000000000,58400.0
6,8a858f155554552501555588ca2b3b40,70000.0,21657000000000,-136555000000000,14271323000000000,17500.0
14,8a858f155554552501555685429f4905,270000.0,50592000000000,2302282000000000,33545146000000000,48650.0
1,8a858f15555455250155593c822b45f0,10000.0,3668000000000,-957769000000000,1782939000000000,3000.0
12,8a858f155554552501555b1f0b681e93,340000.0,43362000000000,-521615000000000,33101666000000000,51350.0
8,8a858f155554552501555e01e57a0269,110000.0,28871000000000,-3945702000000000,15652629000000000,26250.0
4,8a858f155b38a417015b38be6a8826ce,50000.0,14435000000000,-178997000000000,8998404000000000,12000.0
1,8a858f155cee6b2a015cee768c910880,10000.0,3669000000000,-1682405000000000,1127492000000000,3000.0
5,8a858f165af6a783015af6d939671ccc,50000.0,18039000000000,-2645661000000000,5127962000000000,8250.0
1,8a858f165bf7b5ca015bf7b7fa8700f8,10000.0,3614000000000,121598000000000,2802006000000000,3000.0
2,8a858f165bf7b5ca015bf7b8e30e0199,20000.0,7219000000000,-701594000000000,2026350000000000,3000.0
2,8a858f17597cf41201597d304e420226,20000.0,7219000000000,-363122000000000,2312067000000000,3000.0
4,8a858f185b390ca6015b392e46cd20ee,50000.0,14791000000000,-954599000000000,9452790000000000,13500.0
3,8a858f185b42f6f1015b4304bd7a0bfa,30000.0,10829000000000,-643450000000000,5809663000000000,7500.0
1,8a858f185c884965015c884afd9000c9,10000.0,3668000000000,-570653000000000,2081776000000000,3000.0
1,8a858f185c884965015c88a2cf95321c,10000.0,3668000000000,1625187000000000,4328679000000000,3000.0
1,8a858f185d1daff6015d1df2460e159a,10000.0,3618000000000,-298775000000000,1100834000000000,1500.0
1,8a858f185d1daff6015d2103a303751b,10000.0,3612000000000,-844678000000000,498968000000000,1500.0
1,8a858f185d1daff6015d227c61832b3e,10000.0,3610000000000,-1226873000000000,1333511000000000,3000.0
1,8a858f185d1daff6015d279fcb900eef,10000.0,3670000000000,49766000000000,1270876000000000,1500.0
1,8a858f185d2cf38e015d2d3ab4542892,10000.0,3672000000000,34495000000000,1266249000000000,1500.0
6,8a858f1955b1c4df0155bc7e4d2773e1,80000.0,21647000000000,-3453728000000000,9472499000000000,17300.0
2,8a858f1955b1c4df0155bfb72f593c8d,20000.0,7221000000000,15791000000000,5082916000000000,6000.0
2,8a858f1955b1c4df0155c530d4954f0f,20000.0,7222000000000,-177668000000000,5353475000000000,6000.0
15,8a858f1955b1c4df0155c61396ff0212,400000.0,58445000000000,199191000000000,30722517000000000,49500.0
1,8a858f1955b1c4df0155cd14c5b478ed,10000.0,3614000000000,908168000000000,2173243000000000,1500.0
1,8a858f1955b1c4df0155cdbeafe97a3e,10000.0,3620000000000,-203482000000000,2367900000000000,3000.0
1,8a858f1955b1c4df0155ce9b2e35046b,10000.0,3608000000000,27237000000000,1460666000000000,1500.0
8,8a858f1955b1c4df0155cfad79641b0a,120000.0,28874000000000,3237347000000000,22983491000000000,27000.0
3,8a858f1955b1c4df0155d0562e6826b5,30000.0,10827000000000,1090880000000000,6394226000000000,6000.0
1,8a858f1955b1c4df0155d4ad1adb462c,10000.0,3616000000000,-1489426000000000,1291056000000000,3000.0
7,8a858f1959d168260159d213daf93761,120000.0,25255000000000,-2047881000000000,8494150000000000,15400.0
5,8a858f1a5a41886c015a41971ef30aba,70000.0,18129000000000,-1142404000000000,10945124000000000,16500.0
4,8a858f1a5b66e6d6015b66ebd451051b,50000.0,14424000000000,-868733000000000,6809116000000000,10500.0
3,8a858f1a5b66e6d6015b670a7f721f33,30000.0,10830000000000,149747000000000,6657535000000000,7500.0
2,8a858f1a5bd828f9015bd85e04b824f8,20000.0,7219000000000,-493394000000000,4553983000000000,6000.0
1,8a858f1a5ccb60ae015cccf036d254b1,10000.0,3668000000000,362773000000000,1661694000000000,1500.0
1,8a858f1a5ccb60ae015ccf1ac936487f,10000.0,3669000000000,-224239000000000,2498189000000000,3000.0
1,8a858f1a5ccb60ae015ccf36f02c59b5,10000.0,3671000000000,-194615000000000,1065456000000000,1500.0
1,8a858f1a5ccb60ae015ccf6a6a127aa3,10000.0,3668000000000,-384136000000000,964548000000000,1500.0
4,8a858f1b5a601b5a015a609f5b984127,60000.0,14489000000000,-1809748000000000,8734712000000000,15000.0
2,8a858f1b5b24a6bf015b24c29e5017d9,20000.0,7216000000000,2712207000000000,8114456000000000,6000.0
3,8a858f1b5b256bc9015b28bed2fa4d4c,30000.0,10828000000000,-1471105000000000,2583229000000000,4500.0
5,8a858f1b5b256bc9015b2a8b75dc0b45,55000.0,18051000000000,-387529000000000,7421750000000000,9000.0
2,8a858f1b5b256bc9015b2f5280ff57dd,20000.0,7214000000000,-733880000000000,1927530000000000,3000.0
6,8a858f1b5b256bc9015b2f810016616c,60000.0,21645000000000,-1278186000000000,7829701000000000,10500.0
2,8a858f1b5b256bc9015b2fa302006abc,20000.0,7225000000000,88727000000000,5391370000000000,6000.0
1,8a858f1b5b486da9015b4898c28826e2,10000.0,3607000000000,461803000000000,3084771000000000,3000.0
1,8a858f1b5b9136f7015b96ba114d0c71,10000.0,3613000000000,-405802000000000,915717000000000,1500.0
3,8a858f1b5b9136f7015b9f66e5c5327c,40000.0,10824000000000,-97893000000000,4981941000000000,7500.0
2,8a858f1b5b9136f7015b9fe054cc67b2,20000.0,7850000000000,-45379000000000,2673268000000000,3000.0
2,8a858f1c5ca1e2f9015ca1f18d750635,20000.0,7276000000000,-1905991000000000,3537333000000000,6000.0
2,8a858f1c5ca1e2f9015ca231612f359e,20000.0,7274000000000,-768482000000000,3434270000000000,4500.0
4,8a858f1d5a848d2b015a84ac9d89217c,45000.0,14492000000000,-2102664000000000,4519842000000000,7687.5
5,8a858f1e5add5268015add9d7df911cb,60000.0,18049000000000,-601872000000000,5933832000000000,7875.0
4,8a858f1e5add5268015ae7ca38b245d2,50000.0,14434000000000,-2073090000000000,6883724000000000,12000.0
3,8a858f1e5aec5791015aecbc59413486,30000.0,10835000000000,1099815000000000,5111399000000000,4500.0
4,8a858f1e5baffcc9015bb02b505f180d,50000.0,14436000000000,-1030250000000000,5281375000000000,9000.0
1,8a858f1e5cc4bc81015cc52a8b01416f,10000.0,3669000000000,-378906000000000,2354166000000000,3000.0
1,8a858f1e5cc4bc81015cc548e1eb5206,10000.0,3668000000000,30902000000000,1258930000000000,1500.0
1,8a858f1e5cc4bc81015cc54972fb52d1,10000.0,3608000000000,-565358000000000,1955328000000000,3000.0
1,8a858f1e5cef1d91015cef5030131bfd,10000.0,3669000000000,-20239000000000,1342026000000000,1500.0
1,8a858f1e5cef1d91015ceff83cb8577f,10000.0,3668000000000,-195469000000000,2328681000000000,3000.0
1,8a858f1e5cef1d91015cf2f349db517a,10000.0,3669000000000,-690731000000000,2043496000000000,3000.0
1,8a858f1e5cef1d91015cf37f17052b7b,10000.0,3668000000000,-746150000000000,1796619000000000,3000.0
6,8a858f1f5799c85e015799fe3282172c,90000.0,21722000000000,-4153251000000000,11385006000000000,22500.0
2,8a858f1f586c8fc801586cc4516e1b5c,20000.0,7275000000000,2580452000000000,7760669000000000,6000.0
2,8a858f1f586c8fc801586de4f21d0d16,20000.0,7222000000000,661943000000000,5712593000000000,6000.0
9,8a858f1f586c8fc8015870ffe8e17424,155000.0,69908000000000,-4353372000000000,10857260000000000,21200.0
8,8a858f1f587161850158742ebbce53d8,140000.0,28986000000000,-6937421000000000,13945944000000000,27900.0
8,8a858f1f58716185015877272a5b5d18,145000.0,28887000000000,-3562725000000000,18893507000000000,34250.0
3,8a858f1f5c16cb02015c170c7755239d,30000.0,10882000000000,-845592000000000,5648535000000000,7500.0
1,8a858f1f5c59cd91015c5b12c9e4715c,10000.0,3610000000000,18852000000000,2625033000000000,3000.0
2,8a858f1f5c59cd91015c5e0901a105f1,20000.0,7276000000000,-1632917000000000,2359200000000000,4500.0
1,8a858f1f5c59cd91015c5e1125d80a5c,10000.0,3615000000000,18328000000000,2572532000000000,3000.0
1,8a858f1f5c59cd91015c5e2eca1f1a04,10000.0,3608000000000,1447120000000000,2704249000000000,1500.0
1,8a858f1f5c834d4f015c84b2654f537b,10000.0,3668000000000,17599000000000,2727644000000000,3000.0
1,8a858f1f5c834d4f015c876553061133,10000.0,3668000000000,69306000000000,1301999000000000,1500.0
1,8a858f205ccfd9d3015cd04514bd39c1,10000.0,3668000000000,-217308000000000,2494273000000000,3000.0
1,8a858f215d2d2890015d30d3817d477e,10000.0,3670000000000,-287116000000000,1005802000000000,1500.0
1,8a858f225bfdb280015bfdf8f4f91911,10000.0,3669000000000,-905742000000000,324189000000000,1500.0
2,8a858f225bfdb280015c06200b660d25,20000.0,7219000000000,97457000000000,2796878000000000,3000.0
1,8a858f225bfdb280015c0742b3c63016,10000.0,3613000000000,4396000000000,2609142000000000,3000.0
2,8a858f225bfdb280015c0e31ce624cd8,20000.0,7274000000000,-97045000000000,4984138000000000,6000.0
3,8a858f225bfdb280015c0f84efe85e63,30000.0,10886000000000,-2992095000000000,4752110000000000,9000.0
1,8a858f225bfdb280015c108bf6f53281,10000.0,3607000000000,208496000000000,2776387000000000,3000.0
2,8a858f225c20c6c0015c20cbf6be03ba,20000.0,7274000000000,-1565516000000000,3709296000000000,6000.0
1,8a858f23573921ad0157562d0d7015e4,10000.0,3613000000000,1163016000000000,2404317000000000,1500.0
2,8a858f235b8bf5bc015b8c24d398238b,20000.0,7217000000000,3295754000000000,7215896000000000,4500.0
5,8a858f24584470a0015850703b290278,50000.0,18051000000000,4079368000000000,10516935000000000,7500.0
4,8a858f245a4cde1e015a4e6271fd6c46,50000.0,16022000000000,-1144181000000000,5166283000000000,8250.0
1,8a858f25584470aa015852a3fee27b75,10000.0,3612000000000,-543016000000000,2024060000000000,3000.0
1,8a858f255c78552d015c78e0f386678f,10000.0,3610000000000,-453539000000000,2081902000000000,3000.0
2,8a858f255ca276c5015ca294645c08af,20000.0,7274000000000,52806000000000,2637637000000000,3000.0
1,8a858f255ca276c5015ca313a0062913,10000.0,3668000000000,974972000000000,2280788000000000,1500.0
1,8a858f255ca276c5015ca40df7f841ca,10000.0,3610000000000,-34767000000000,2574707000000000,3000.0
1,8a858f255ca276c5015ca5dbc7b90b63,10000.0,3668000000000,-558815000000000,2000118000000000,3000.0
1,8a858f255ca276c5015ca67eb9b05780,10000.0,3669000000000,-1671353000000000,1065076000000000,3000.0
1,8a858f255cb1710a015cb4d46c3074f7,10000.0,3669000000000,45825000000000,1402799000000000,1500.0
1,8a858f255cb1710a015cb4f868d27b0d,10000.0,3668000000000,-213551000000000,2347089000000000,3000.0
1,8a858f255cb1710a015cb56393f60d1b,10000.0,3668000000000,-108389000000000,2448936000000000,3000.0
1,8a858f255cb1710a015cb624f45a277e,10000.0,3668000000000,-14371000000000,2613306000000000,3000.0
1,8a858f255cb1710a015cbb5a301a4768,10000.0,12276000000000,145529000000000,2861850000000000,3000.0
1,8a858f255cb1710a015cbf3f8a191f48,10000.0,3668000000000,-439237000000000,2125121000000000,3000.0
1,8a858f255cb1710a015cc086cdf573fc,10000.0,3672000000000,-284673000000000,1067084000000000,1500.0
1,8a858f255cb1710a015cc098df8b7fce,10000.0,3668000000000,-48552000000000,2489358000000000,3000.0
1,8a858f255cb1710a015cc4e5d1cf69b5,10000.0,3668000000000,47026000000000,1302617000000000,1500.0
1,8a858f255cb1710a015cc4fa170b7538,10000.0,3671000000000,-1733055000000000,872834000000000,3000.0
2,8a858f255cb1710a015cc4fa8c86760b,20000.0,7277000000000,-3246845000000000,1872426000000000,6000.0
2,8a858f2656e154de0156e1c737b11a5d,20000.0,7224000000000,773039000000000,6124463000000000,6000.0
4,8a858f2656e154de0156e3a87cdc45fb,60000.0,14438000000000,-851464000000000,9777990000000000,15000.0
7,8a858f2656e154de0156e4eb81786821,70000.0,34122000000000,1966958000000000,19186434000000000,19500.0
1,8a858f2656e154de0156f197d9a64b2e,10000.0,3615000000000,998701000000000,2310723000000000,1500.0
7,8a858f2656e154de0156f96477c92a1e,125000.0,25271000000000,-2190089000000000,10802428000000000,18875.0
2,8a858f265b1416a5015b145705f24eb2,20000.0,7218000000000,-139123000000000,5018952000000000,6000.0
1,8a858f265b394f74015b3954a1400698,10000.0,3612000000000,39099000000000,1348945000000000,1500.0
1,8a858f265b5c418f015b5c58effa1a88,10000.0,3669000000000,21938000000000,1273227000000000,1500.0
3,8a858f265c1c393e015c1e2abc1146aa,30000.0,10884000000000,-1781080000000000,4714719000000000,7500.0
2,8a858f265c1c393e015c20379a9341b7,20000.0,7274000000000,-103425000000000,5085634000000000,6000.0
3,8a858f265c1c393e015c20a051d858b0,30000.0,10882000000000,-42998000000000,3877013000000000,4500.0
2,8a858f265c2187bd015c2299b08b2a9c,20000.0,7273000000000,-451774000000000,2242525000000000,3000.0
2,8a858f265c2187bd015c254fcc445d6e,20000.0,7214000000000,-56339000000000,5182243000000000,6000.0
2,8a858f265c2187bd015c25ec8a997bf3,20000.0,7274000000000,72774000000000,3950674000000000,4500.0
2,8a858f265c2187bd015c2686b0ad1782,20000.0,7275000000000,4449000000000,5417862000000000,6000.0
2,8a858f265c2187bd015c3123033b481a,20000.0,7275000000000,-82311000000000,5045897000000000,6000.0
2,8a858f265c2187bd015c3125c2e74a19,20000.0,7215000000000,10685000000000,2690221000000000,3000.0
2,8a858f265c2187bd015c3402a9e52573,20000.0,7274000000000,-206168000000000,3634650000000000,4500.0
4,8a858f265c2187bd015c346b5bb74ea9,50000.0,14488000000000,-2813135000000000,4822028000000000,10500.0
1,8a858f265cfa1a64015cfd2e33a75f92,10000.0,3671000000000,-484231000000000,2077405000000000,3000.0
1,8a858f265cfa1a64015d04610339125b,10000.0,3668000000000,-1265752000000000,1463000000000000,3000.0
1,8a858f265cfa1a64015d082fd3c93380,10000.0,3670000000000,-22447000000000,1230269000000000,1500.0
1,8a858f265cfa1a64015d0906c8d50f79,10000.0,3669000000000,143130000000000,1393974000000000,1500.0
5,8a858f275591bf5d0155968869002f72,75000.0,18040000000000,960433000000000,9803315000000000,12050.0
4,8a858f275591bf5d01559733c8767113,60000.0,14435000000000,-1479249000000000,8884865000000000,15000.0
6,8a858f2756cec0a30156cfd1af1c0216,110000.0,21675000000000,-316799000000000,15468764000000000,22600.0
15,8a858f2756cec0a30156db8888e92b10,315000.0,81375000000000,-12147810000000000,22871839000000000,43462.5
7,8a858f2756cec0a30156e00f8a36011f,120000.0,25272000000000,1265211000000000,10251679000000000,12500.0
9,8a858f2756cec0a30156e2d4cea415a3,210000.0,32557000000000,2788820000000000,27008361000000000,42100.0
4,8a858f27597d1c4c01597fa28c661557,40000.0,14489000000000,2790127000000000,13138943000000000,12000.0
1,8a858f275c451af5015c49a2c43b5fb2,10000.0,3611000000000,-284190000000000,2257754000000000,3000.0
2,8a858f275c451af5015c4bbd303b1a1f,20000.0,7221000000000,-2144768000000000,3190217000000000,6000.0
2,8a858f275c451af5015c4e29f5373134,20000.0,7276000000000,-37606000000000,3827277000000000,4500.0
1,8a858f275c451af5015c4f1c17f8475c,10000.0,3614000000000,-15707000000000,2616668000000000,3000.0
2,8a858f275c451af5015c542ab90839e8,20000.0,7227000000000,37009000000000,3949254000000000,4500.0
1,8a858f275c451af5015c545fdacf532b,10000.0,3608000000000,-222177000000000,2328447000000000,3000.0
1,8a858f275c451af5015c5882b88104e6,10000.0,3610000000000,-209645000000000,2673876000000000,3000.0
4,8a858f285b14dddb015b14e86041057c,40000.0,14430000000000,-261459000000000,10112143000000000,11250.0
5,8a858f285b14dddb015b14f3be5e0e9f,70000.0,18097000000000,179016000000000,9197088000000000,13500.0
1,8a858f285c44747f015c4504a17c58cd,10000.0,3668000000000,-93782000000000,2707406000000000,3000.0
2,8a858f285c7d70a4015c7dd9108348aa,20000.0,7225000000000,-2894850000000000,2330463000000000,6000.0
1,8a858f285d3ca5c4015d3cbb1f94073a,10000.0,3674000000000,-433487000000000,827895000000000,1500.0
1,8a858f295c829b43015c82d057832585,10000.0,3668000000000,-882362000000000,1916529000000000,3000.0
1,8a858f295c8d307f015c90210a6848dc,10000.0,3668000000000,-192149000000000,1211154000000000,1500.0
1,8a858f295c8d307f015c90c20c5258ee,10000.0,3668000000000,36064000000000,2602990000000000,3000.0
1,8a858f295c8d307f015c93a9ccda7eb7,10000.0,3668000000000,-907241000000000,400343000000000,1500.0
1,8a858f295c8d307f015c95b5b13724f7,10000.0,12741000000000,-1241914000000000,1388474000000000,3000.0
3,8a858f295c8d307f015c9615b6da3771,30000.0,10880000000000,-3710739000000000,1623667000000000,6000.0
1,8a858f295c8d307f015c9897ad450f86,10000.0,3668000000000,-1436993000000000,1121600000000000,3000.0
1,8a858f295c8d307f015c98cd79df18f9,10000.0,3668000000000,-30471000000000,2520989000000000,3000.0
1,8a858f295c8d307f015c9b4d5c570061,10000.0,3667000000000,-2470507000000000,69599000000000,3000.0
1,8a858f295c8d307f015c9e1d77b1168a,10000.0,3669000000000,-965907000000000,1549817000000000,3000.0
1,8a858f295c8d307f015c9e4f9b771eed,10000.0,3668000000000,17154000000000,1269677000000000,1500.0
2,8a858f295c8d307f015c9e91e5212689,20000.0,7275000000000,-479662000000000,2096243000000000,3000.0
1,8a858f295ca6f581015ca77afccb5d6d,10000.0,3668000000000,151720000000000,2900435000000000,3000.0
3,8a858f2a5b3f2121015b3f5f26bb38c8,30000.0,10824000000000,-414500000000000,7327885000000000,9000.0
1,8a858f2a5b3f2121015b404cbaab09da,10000.0,3615000000000,1952489000000000,3171522000000000,1500.0
5,8a858f2a5b3f2121015b41d14e202aba,70000.0,18038000000000,-1758601000000000,6192787000000000,11250.0
3,8a858f2a5b3f2121015b4203882746ad,30000.0,10825000000000,-903122000000000,3045962000000000,4500.0
2,8a858f2a5b3f2121015b4225e2455889,20000.0,7219000000000,828817000000000,6329006000000000,6000.0
1,8a858f2a5b3f2121015b42331f955db2,10000.0,3613000000000,-1997000000000,1562045000000000,1500.0
3,8a858f2a5b3f2121015b4287c0d84865,30000.0,10826000000000,396647000000000,8406014000000000,9000.0
1,8a858f2a5ce989dd015ce9fc24b1474b,10000.0,3671000000000,-454664000000000,788001000000000,1500.0
1,8a858f2a5d313efd015d316569111776,10000.0,3673000000000,-90444000000000,1162948000000000,1500.0
4,8a858f2b5998268e01599c8bf5897815,50000.0,14491000000000,-885089000000000,9561526000000000,13500.0
4,8a858f2b5998268e0159a1bb02794eb9,45000.0,14435000000000,-419203000000000,4774110000000000,6187.5
6,8a858f2b5b870cfe015b870e2543007e,90000.0,21645000000000,-3437219000000000,6641566000000000,14250.0
1,8a858f2b5bf35819015bf3a8d4072974,10000.0,3608000000000,2142095000000000,4947517000000000,3000.0
2,8a858f2b5bf35819015bf4754ed45734,20000.0,7217000000000,235172000000000,2969516000000000,3000.0
2,8a858f2b5bf35819015bf711567b0f1c,20000.0,7214000000000,-12580000000000,5285423000000000,6000.0
1,8a858f2b5c11cabe015c11cce58e025a,10000.0,3609000000000,38944000000000,2777477000000000,3000.0
2,8a858f2b5c11cabe015c126b987e58b7,20000.0,7275000000000,349280000000000,5407505000000000,6000.0
2,8a858f2b5c11cabe015c136a30940ae3,20000.0,7275000000000,-1611937000000000,3714606000000000,6000.0
1,8a858f2b5c7df62c015c7e2dc5641eb2,10000.0,3668000000000,-1131968000000000,1403614000000000,3000.0
7,8a858f2c585375f00158688cf76b3db7,80000.0,25262000000000,-1070777000000000,16833433000000000,22500.0
5,8a858f2c58dc6e680158df6c91293adc,50000.0,18045000000000,2095332000000000,15055192000000000,15000.0
3,8a858f2c58dc6e680158e2d0956179ca,30000.0,10825000000000,612032000000000,4326087000000000,4500.0
1,8a858f2c58dc6e680158e4e62c3b0ccd,10000.0,3609000000000,-1480342000000000,1143510000000000,3000.0
1,8a858f2c58dc6e680158ee00f462655f,10000.0,3617000000000,1285634000000000,2619984000000000,1500.0
3,8a858f2c59b21e6e0159b36de4c1628e,30000.0,10825000000000,-11279000000000,7534157000000000,9000.0
4,8a858f2c59b684590159b6d6a5242df3,40000.0,14487000000000,185358000000000,10452580000000000,11250.0
8,8a858f2c59bc3fdd0159c76784c60d73,120000.0,28888000000000,-289068000000000,12421223000000000,17850.0
4,8a858f2c59c89d5a0159ca42dc8c1a40,50000.0,14492000000000,-465011000000000,9873315000000000,13500.0
5,8a858f2c59caaf2c0159caf948612ae2,70000.0,18097000000000,814994000000000,8903098000000000,10550.0
1,8a858f2c59caaf2c0159cb0d4b953714,10000.0,3669000000000,-1598453000000000,1083995000000000,3000.0
5,8a858f2c59cb2d550159cbfe2d45028d,50000.0,18093000000000,2774018000000000,14434212000000000,13500.0
6,8a858f2c59cf3fcc0159cfdddff3485a,90000.0,21706000000000,-954950000000000,14260304000000000,20250.0
1,8a858f2c5ca72bae015ca788ffeb3aa3,10000.0,3668000000000,16970000000000,1255362000000000,1500.0
1,8a858f2c5ca72bae015ca8b479831073,10000.0,3668000000000,-203185000000000,1219986000000000,1500.0
1,8a858f2c5ca72bae015caa81ef264a58,10000.0,3668000000000,-819748000000000,1890391000000000,3000.0
7,8a858f2d5853901a01585805b6e47e3d,120000.0,25282000000000,-1645143000000000,16458778000000000,24900.0
9,8a858f2d5853901a015861e6f6315db1,180000.0,32474000000000,-5997155000000000,9483612000000000,23600.0
2,8a858f2d5853901a01586382639065c7,20000.0,7252000000000,-2656998000000000,1145795000000000,4500.0
11,8a858f2d5853901a01586650578e325f,250000.0,64724000000000,-4150358000000000,17549622000000000,33400.0
5,8a858f2d5aeb9c48015aebefa3c75288,70000.0,18127000000000,-130485000000000,6293929000000000,9000.0
4,8a858f2d5bfcf426015bfd6c3039495d,50000.0,14434000000000,-1333250000000000,4044899000000000,6750.0
5,8a858f2e5876d7d00158775e060838ba,70000.0,18078000000000,-64500000000000,12911833000000000,17500.0
1,8a858f2e5876d7d0015877a5e1385176,10000.0,3611000000000,-730202000000000,684712000000000,1500.0
7,8a858f2e5876d7d0015877c6e0ae5bdc,95000.0,25348000000000,-1532896000000000,16616003000000000,22975.0
9,8a858f2e5876d7d001587838696001fc,130000.0,32526000000000,1708251000000000,14626478000000000,17075.0
12,8a858f2e5876d7d0015880cff3b96d0c,240000.0,43321000000000,-9520372000000000,13799704000000000,33700.0
2,8a858f2e5876d7d001588219d5a57ae9,20000.0,7225000000000,-841887000000000,4236758000000000,6000.0
4,8a858f2e5b81c373015b81c373e60000,50000.0,14431000000000,-1988257000000000,5632768000000000,10500.0
3,8a858f2e5b81c373015b856bc8fe7b24,30000.0,10820000000000,-3830172000000000,4017213000000000,9000.0
1,8a858f2e5c699f3a015c6cf27a036477,10000.0,3616000000000,-451393000000000,2096306000000000,3000.0
1,8a858f2e5c699f3a015c6d9e1364767d,10000.0,3617000000000,-218814000000000,2332395000000000,3000.0
1,8a858f2e5c699f3a015c6e10b65607c9,10000.0,3610000000000,-183015000000000,2601192000000000,3000.0
1,8a858f2e5c699f3a015c71ddba334a77,10000.0,3668000000000,573114000000000,1855340000000000,1500.0
1,8a858f2e5c699f3a015c77aa22ed7f23,10000.0,3614000000000,-392205000000000,867515000000000,1500.0
1,8a858f2e5cd09481015cd0a05cde084c,10000.0,3669000000000,40808000000000,1536441000000000,1500.0
1,8a858f2e5cd09481015cd133e1ed3ab9,10000.0,3668000000000,-1780191000000000,758057000000000,3000.0
1,8a858f2e5cd09481015cd3ac00ff7cdc,10000.0,3668000000000,-559726000000000,884051000000000,1500.0
1,8a858f2e5cd09481015cd4e1d27711f2,10000.0,3668000000000,-406517000000000,909111000000000,1500.0
9,8a858f2f54e28d530154e3ead3e95ce9,235000.0,32561000000000,-4637027000000000,16234343000000000,43000.0
2,8a858f2f54e28d530154ecdd303004fa,20000.0,7276000000000,-2133709000000000,3275193000000000,6000.0
12,8a858f2f54e28d530154f1ba3a8f37c9,240000.0,43306000000000,828996000000000,32374713000000000,45800.0
3,8a858f2f54e28d530154f3a9d35625d8,30000.0,10823000000000,301574000000000,5782940000000000,6000.0
4,8a858f2f54e28d530155057d6c2129e1,40000.0,14493000000000,-703996000000000,8872486000000000,10500.0
